Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Coker,Luke Alford,All,67,8,90.7,101.9,106.8,50.0%,22.6°,13.7°,25.0,0.0%,0,0.25,0.271,0.234,0.297,37.5%,12.5%,37.5%,49.3%,73.3%,90.9%,29.7%,27.3%,104
SIUE,Brenden Fry,All,93,14,85.1,97.0,103.0,21.4%,21.3°,22.0°,21.4,0.0%,0,0.227,0.193,0.234,0.221,28.6%,50.0%,21.4%,47.3%,71.4%,76.7%,27.5%,34.1%,96
Seton Hill,Mark Black,All,31,5,94.2,98.9,99.4,40.0%,21.7°,11.6°,40.0,0.0%,0,0.25,0.265,0.234,0.27,20.0%,40.0%,40.0%,41.9%,66.7%,75.0%,26.3%,38.5%,109
Presbyterian,Ryan Becker,All,87,18,87.2,96.9,100.2,27.8%,1.3°,7.3°,27.8,0.0%,0,0.238,0.259,0.234,0.297,55.6%,22.2%,22.2%,41.4%,66.7%,80.8%,20.8%,19.4%,78
Minnesota,Kristofer Hokenson,All,265,37,90.7,103.3,104.8,45.9%,20.7°,21.2°,51.4,5.4%,2,0.18,0.286,0.234,0.385,21.6%,35.1%,37.8%,37.7%,61.8%,77.6%,16.9%,27.0%,97
Whittier,Sevon Battle,All,51,13,72.5,91.3,94.1,7.7%,5.8°,-6.3°,23.1,0.0%,0,0.231,0.251,0.234,0.282,46.2%,30.8%,23.1%,47.1%,60.0%,100.0%,38.7%,12.5%,37
Louisiana Tech,Grant Comeaux,All,239,37,86.6,99.6,101.4,35.1%,5.0°,12.7°,27.0,2.7%,1,0.16,0.256,0.234,0.342,51.4%,27.0%,21.6%,43.9%,69.7%,92.8%,25.7%,19.0%,99
Point,Arwin Burgos,All,66,12,79.6,87.4,89.3,8.3%,3.5°,-2.2°,8.3,0.0%,0,0.214,0.231,0.234,0.262,66.7%,25.0%,8.3%,54.5%,77.4%,87.5%,34.3%,19.4%,105
UVa Wise,Jaden Ruehling,All,65,21,87.6,99.8,100.9,33.3%,9.8°,6.1°,33.3,4.8%,1,0.227,0.312,0.234,0.366,47.6%,38.1%,14.3%,50.8%,73.5%,100.0%,25.8%,9.1%,95
West Texas A&M,Dylan Fesperman,All,41,7,85.3,94.8,97.2,14.3%,17.4°,12.9°,57.1,0.0%,0,0.1,0.265,0.233,0.356,14.3%,14.3%,57.1%,39.0%,47.1%,100.0%,33.3%,18.8%,73
Prairie View,Landon Williams,All,85,14,86.8,98.2,98.9,21.4%,6.2°,21.2°,35.7,7.1%,1,0.143,0.236,0.233,0.32,57.1%,21.4%,14.3%,40.0%,62.2%,73.9%,22.9%,38.2%,106
Eastern Kentucky,Boone Shevey,All,83,8,83.8,103.3,105.0,37.5%,-1.0°,12.2°,37.5,0.0%,0,0.167,0.178,0.233,0.237,50.0%,25.0%,25.0%,33.7%,36.6%,86.7%,31.0%,35.7%,22
North Greenville,Gideon Antle,All,161,26,82.0,103.5,106.4,30.8%,9.1°,10.8°,38.5,3.8%,1,0.156,0.249,0.233,0.337,42.3%,15.4%,26.9%,45.3%,74.6%,86.4%,28.4%,12.3%,92
George Washington,Brodie Freker,All,70,10,84.3,98.5,98.6,20.0%,7.8°,13.3°,30.0,0.0%,0,0.143,0.263,0.233,0.336,50.0%,20.0%,30.0%,41.4%,69.0%,80.0%,22.0%,34.5%,88
Miami (OH),Drew Phillips,All,67,7,86.6,95.6,96.3,28.6%,22.7°,22.8°,42.9,0.0%,0,0.176,0.101,0.233,0.193,14.3%,57.1%,28.6%,55.2%,73.5%,72.0%,36.4%,43.2%,45
Miami,Brandon De Goti,All,165,17,86.5,100.8,103.2,29.4%,16.2°,23.9°,35.3,11.8%,2,0.091,0.118,0.233,0.242,35.3%,35.3%,23.5%,37.0%,59.0%,66.7%,24.0%,41.0%,99
Coker,Gavin Edens,All,25,6,74.6,79.4,83.2,0.0%,-18.2°,-,33.3,0.0%,0,0.25,0.248,0.232,0.242,66.7%,0.0%,33.3%,48.0%,90.0%,88.9%,20.0%,8.3%,72
Georgia State,Austin Sellers,All,122,16,82.2,97.1,101.6,12.5%,13.7°,4.9°,18.8,0.0%,0,0.13,0.167,0.232,0.277,43.8%,31.2%,25.0%,34.4%,50.0%,83.3%,24.3%,33.3%,60
Long Beach State,Easton Elliot,All,182,33,79.0,93.9,94.5,6.1%,-5.8°,-6.1°,24.2,0.0%,0,0.196,0.176,0.232,0.215,60.6%,21.2%,18.2%,46.2%,57.5%,86.0%,35.8%,25.0%,37
Presbyterian,Brody Linker,All,259,49,88.6,102.9,104.8,36.7%,-2.3°,-0.1°,26.5,4.1%,2,0.19,0.237,0.232,0.292,55.1%,14.3%,22.4%,48.3%,68.6%,80.2%,31.2%,21.6%,84
Westcliff,Ian Avalos,All,36,11,75.8,94.4,98.1,9.1%,-11.2°,4.5°,27.3,0.0%,0,0.25,0.255,0.232,0.25,72.7%,9.1%,18.2%,50.0%,70.0%,100.0%,25.0%,5.6%,96
Mercyhurst,Chandler Powell,All,34,6,83.4,92.7,93.3,0.0%,16.1°,-,16.7,0.0%,0,0.25,0.241,0.232,0.24,50.0%,33.3%,16.7%,41.2%,52.0%,92.3%,11.1%,7.1%,51
Bethune-Cookman,Jorge Rodriguez,All,34,8,85.5,99.5,102.8,25.0%,22.6°,27.9°,37.5,0.0%,0,0.286,0.346,0.232,0.442,25.0%,37.5%,25.0%,61.8%,81.2%,100.0%,44.4%,19.0%,118
Coker,Jacob Yarberry,All,49,8,87.7,98.8,100.0,37.5%,0.7°,25.4°,12.5,0.0%,0,0.333,0.257,0.232,0.373,50.0%,25.0%,12.5%,51.0%,100.0%,76.5%,25.0%,24.0%,206
St. Mary's (TX),Hogan Heller,All,39,8,84.4,102.6,103.5,37.5%,6.6°,25.8°,37.5,12.5%,1,0.25,0.295,0.232,0.37,50.0%,37.5%,12.5%,61.5%,80.0%,83.3%,50.0%,33.3%,61
Biola,Tommy Kendlinger,All,25,6,79.0,95.5,96.6,33.3%,-9.6°,-7.6°,16.7,0.0%,0,0.286,0.178,0.232,0.181,50.0%,33.3%,16.7%,44.0%,58.3%,85.7%,30.8%,18.2%,96
Georgetown (KY),Luis Sosa,All,36,7,77.6,94.0,94.8,0.0%,-1.1°,-,14.3,0.0%,0,0.25,0.293,0.232,0.285,71.4%,14.3%,14.3%,52.8%,72.2%,76.9%,33.3%,26.3%,90
Marian (IN),Kameron Salazar,All,90,17,81.4,92.5,94.4,0.0%,-1.3°,-,17.6,0.0%,0,0.25,0.246,0.232,0.25,70.6%,17.6%,11.8%,43.3%,62.0%,90.3%,20.0%,20.5%,134
Pacific,Park Romney,All,118,9,79.8,95.0,98.7,11.1%,26.0°,13.4°,44.4,0.0%,0,0.095,0.117,0.232,0.261,11.1%,66.7%,22.2%,44.1%,64.2%,79.4%,27.7%,30.8%,66
New Mexico State,Cole Rogers,All,61,12,89.6,95.5,96.6,25.0%,12.2°,6.3°,41.7,0.0%,0,0.25,0.24,0.232,0.253,50.0%,16.7%,25.0%,37.7%,61.5%,93.8%,20.0%,17.4%,136
Miami (OH),Tommy Harrison,All,272,38,82.5,102.2,104.2,34.2%,7.6°,10.8°,15.8,5.3%,2,0.155,0.164,0.231,0.262,57.9%,23.7%,7.9%,41.5%,65.1%,80.5%,21.2%,27.4%,128
Austin Peay,Nathan Barksdale,All,187,29,80.3,97.9,103.8,27.6%,9.0°,7.8°,41.4,0.0%,0,0.186,0.254,0.231,0.311,48.3%,20.7%,31.0%,48.1%,76.4%,89.1%,30.4%,23.3%,84
Keiser,Palmer Hutchison,All,82,9,75.1,85.4,87.9,0.0%,-1.0°,-,22.2,0.0%,0,0.125,0.185,0.231,0.26,55.6%,11.1%,22.2%,36.6%,55.0%,90.9%,19.0%,26.7%,91
Sacramento State,Jacob Cortez,All,306,48,79.4,97.8,101.4,8.3%,11.8°,12.7°,31.2,0.0%,0,0.159,0.225,0.231,0.331,41.7%,14.6%,31.2%,42.8%,64.0%,82.8%,25.9%,20.6%,95
Bellarmine,Seth Sweet-Chick,All,215,31,86.1,100.6,101.5,22.6%,18.5°,9.7°,22.6,0.0%,0,0.125,0.17,0.231,0.239,35.5%,35.5%,22.6%,51.2%,79.2%,73.7%,28.6%,40.9%,112
CSU Bakersfield,Lewis Barnum,All,336,50,82.3,102.8,104.8,28.0%,3.4°,4.4°,24.0,0.0%,0,0.205,0.192,0.231,0.232,56.0%,18.0%,20.0%,43.2%,70.4%,76.6%,20.7%,29.7%,98
Campbell,Ben Karpowicz,All,191,17,86.1,101.2,106.1,41.2%,9.9°,11.5°,35.3,5.9%,1,0.132,0.172,0.231,0.249,47.1%,17.6%,29.4%,40.3%,68.8%,56.4%,19.8%,50.6%,96
Whittier,Maximus Berber,All,46,7,83.7,99.4,100.5,14.3%,-0.4°,38.3°,14.3,0.0%,0,0.091,0.139,0.231,0.238,57.1%,28.6%,0.0%,43.5%,68.8%,72.7%,30.0%,45.0%,81
Central Arkansas,Preston Curtis,All,182,27,81.0,104.4,106.6,29.6%,10.9°,19.9°,25.9,7.4%,2,0.156,0.19,0.231,0.274,40.7%,29.6%,25.9%,50.0%,73.6%,75.5%,34.5%,39.6%,87
Illinois-Chicago,David Cox,All,306,36,88.9,99.7,103.9,47.2%,19.2°,21.9°,47.2,5.6%,2,0.175,0.194,0.231,0.275,27.8%,30.6%,30.6%,47.4%,63.6%,76.8%,35.6%,40.7%,55
UT Arlington,Jacob Lang,All,89,16,84.2,97.1,103.5,25.0%,10.0°,1.8°,31.2,0.0%,0,0.167,0.19,0.23,0.24,50.0%,18.8%,31.2%,46.1%,58.0%,75.9%,30.8%,22.0%,73
Ohio State,Sal Mineo,All,247,32,83.5,103.3,104.1,28.1%,-8.5°,1.0°,15.6,3.1%,1,0.167,0.183,0.23,0.247,78.1%,3.1%,12.5%,40.9%,61.7%,83.3%,25.0%,26.7%,89
Ohio State,Sal Mineo,All,247,32,83.5,103.3,104.1,28.1%,-8.5°,1.0°,15.6,3.1%,1,0.167,0.176,0.23,0.237,78.1%,3.1%,12.5%,40.9%,60.3%,80.8%,22.2%,26.7%,91
Princeton,Jay Mentink,All,140,17,82.6,95.1,95.4,11.8%,6.2°,8.5°,29.4,0.0%,0,0.156,0.166,0.23,0.22,41.2%,23.5%,29.4%,42.9%,61.1%,54.5%,31.4%,41.7%,57
Wingate,Jordan Dixon,All,58,12,85.6,98.3,104.1,33.3%,16.3°,25.1°,41.7,0.0%,0,0.188,0.181,0.23,0.245,16.7%,41.7%,25.0%,50.0%,77.8%,76.2%,25.8%,31.0%,47
Duke,Andrew Bell,All,88,10,85.9,98.1,101.0,30.0%,18.5°,9.8°,10.0,0.0%,0,0.067,0.186,0.23,0.309,40.0%,30.0%,10.0%,27.3%,45.7%,87.5%,15.1%,16.7%,92
Saint Mary's (CA),Justin Heffler,All,53,14,82.3,89.7,102.6,7.1%,17.7°,7.0°,64.3,0.0%,0,0.231,0.306,0.23,0.324,28.6%,21.4%,50.0%,58.5%,78.3%,100.0%,43.3%,3.2%,-7
South Alabama,Ryan Storey,All,54,5,84.1,98.2,98.2,60.0%,-11.7°,7.6°,40.0,0.0%,0,0.167,0.185,0.23,0.362,60.0%,0.0%,40.0%,50.0%,80.6%,48.0%,8.7%,55.6%,133
Nevada,Mason Hirata,All,138,24,83.5,101.0,102.6,29.2%,2.2°,11.3°,29.2,0.0%,0,0.222,0.227,0.23,0.274,54.2%,12.5%,29.2%,46.4%,63.8%,84.1%,29.0%,26.6%,32
Texas Southern,Miguel Morales,All,30,7,72.0,84.6,91.4,0.0%,11.9°,-,57.1,0.0%,0,0.125,0.308,0.229,0.355,57.1%,0.0%,42.9%,36.7%,80.0%,87.5%,15.0%,18.2%,145
Hardin-Simmons,Jacob Hollingsworth,All,56,13,72.2,92.7,93.4,0.0%,-13.2°,-,15.4,0.0%,0,0.176,0.155,0.229,0.181,61.5%,15.4%,7.7%,62.5%,91.7%,100.0%,40.6%,22.9%,54
North Florida,Seth Alford,All,168,36,87.5,102.4,105.7,41.7%,26.3°,15.7°,47.2,5.6%,2,0.2,0.265,0.229,0.34,19.4%,41.7%,30.6%,57.7%,80.9%,81.9%,31.6%,28.9%,95
Milwaukee,John Hadley,All,194,14,86.8,100.9,103.5,28.6%,9.8°,7.1°,28.6,0.0%,0,0.121,0.157,0.229,0.244,50.0%,14.3%,28.6%,32.5%,55.3%,68.1%,14.7%,38.1%,132
Quincy,JD Ortiz,All,40,8,87.5,93.8,97.2,37.5%,24.0°,2.8°,12.5,0.0%,0,0.125,0.223,0.229,0.283,37.5%,37.5%,12.5%,42.5%,73.3%,90.9%,24.0%,23.5%,122
Yale,Chace Chaplin,All,106,18,80.0,98.9,101.3,16.7%,-1.0°,9.5°,22.2,0.0%,0,0.174,0.265,0.229,0.324,66.7%,11.1%,16.7%,35.8%,62.8%,96.3%,17.5%,5.3%,111
Carson-Newman,Nick Castellana,All,262,49,79.9,94.3,96.0,6.1%,13.2°,8.9°,30.6,0.0%,0,0.188,0.175,0.229,0.235,40.8%,28.6%,24.5%,47.7%,72.3%,79.0%,29.3%,32.8%,91
Saint Joseph's,Colin Myers,All,109,12,85.7,95.4,99.3,8.3%,7.7°,13.3°,41.7,0.0%,0,0.158,0.197,0.229,0.289,41.7%,16.7%,41.7%,35.8%,52.3%,78.3%,24.6%,33.3%,130
Stephen F. Austin,Ethan Adkisson,All,95,33,78.2,94.3,98.9,9.1%,10.0°,4.7°,24.2,0.0%,0,0.206,0.273,0.229,0.288,48.5%,21.2%,24.2%,62.1%,90.2%,97.3%,40.7%,13.6%,51
Lynn,Blake Mayberry,All,37,5,81.6,102.1,103.6,40.0%,14.1°,10.0°,20.0,0.0%,0,0.143,0.249,0.229,0.309,60.0%,20.0%,20.0%,35.1%,53.3%,100.0%,22.7%,15.4%,120
Georgetown,Jaden Sheffield,All,145,27,75.4,97.6,102.4,22.2%,-2.9°,7.4°,14.8,0.0%,0,0.216,0.186,0.228,0.221,66.7%,14.8%,14.8%,51.0%,74.1%,80.0%,37.4%,41.9%,50
Rhode Island,Nick Toro,All,272,59,84.5,102.8,109.6,22.0%,6.9°,9.6°,25.4,5.1%,3,0.222,0.274,0.228,0.311,47.5%,27.1%,22.0%,48.2%,71.9%,82.8%,29.1%,28.2%,70
Liberty,John Simmons,All,162,13,86.8,99.8,102.0,38.5%,36.4°,29.8°,38.5,7.7%,1,0.036,0.139,0.228,0.307,15.4%,46.2%,23.1%,39.5%,68.6%,75.0%,17.4%,35.9%,96
UNC Asheville,Logan Lowe,All,348,56,80.5,95.1,97.9,7.1%,0.7°,18.9°,39.3,0.0%,0,0.177,0.237,0.228,0.291,50.0%,16.1%,30.4%,37.4%,56.5%,81.1%,19.4%,26.2%,74
Akron,Kyle McConachie,All,477,91,80.6,93.6,98.8,5.5%,14.3°,8.5°,19.8,0.0%,0,0.182,0.19,0.228,0.237,46.2%,37.4%,12.1%,44.2%,70.4%,87.9%,21.3%,17.5%,108
Utah Valley,Joseph Barnhardt,All,146,16,94.0,103.7,106.9,62.5%,18.9°,14.8°,37.5,6.2%,1,0.161,0.229,0.228,0.333,31.2%,43.8%,25.0%,44.5%,65.5%,72.2%,31.9%,41.5%,98
Siena,Gavin Thorburn,All,111,22,82.7,94.1,96.7,18.2%,-3.9°,0.3°,31.8,0.0%,0,0.172,0.167,0.228,0.209,59.1%,18.2%,18.2%,45.9%,69.2%,80.6%,25.4%,25.5%,124
Texas A&M-Corpus Christi,Isaac Webb,All,218,40,89.3,99.3,102.5,37.5%,4.6°,3.0°,35.0,2.5%,1,0.173,0.23,0.227,0.308,45.0%,27.5%,27.5%,42.7%,72.4%,82.5%,22.9%,32.3%,127
North Park,Joseph Perona,All,31,8,82.9,97.9,99.6,25.0%,8.3°,22.1°,37.5,0.0%,0,0.111,0.171,0.227,0.224,37.5%,25.0%,25.0%,41.9%,71.4%,90.0%,17.6%,15.4%,137
Eastern Kentucky,Tait Nunnally,All,295,41,86.2,100.6,108.4,31.7%,20.4°,10.7°,34.1,0.0%,0,0.123,0.216,0.227,0.31,46.3%,29.3%,19.5%,35.3%,56.1%,85.1%,18.4%,25.0%,94
Presbyterian,Mikah Conner,All,168,24,88.6,101.3,103.0,41.7%,18.8°,21.6°,37.5,4.2%,1,0.216,0.204,0.227,0.27,29.2%,25.0%,33.3%,57.1%,75.8%,82.0%,45.1%,31.2%,39
UC San Diego,Garrett Davidson,All,75,11,89.0,102.9,105.4,27.3%,15.2°,33.8°,27.3,18.2%,2,0.176,0.142,0.227,0.233,36.4%,63.6%,0.0%,32.0%,50.0%,88.9%,15.4%,8.3%,132
South Carolina,Gavin Braland,All,341,57,86.8,100.4,102.9,28.1%,-5.9°,4.3°,17.5,0.0%,0,0.215,0.233,0.227,0.262,70.2%,12.3%,15.8%,53.7%,76.9%,78.8%,36.1%,32.8%,62
Pepperdine,Luke Pemberton,All,270,35,90.2,102.9,105.8,37.1%,6.4°,6.3°,40.0,11.4%,4,0.167,0.246,0.227,0.321,45.7%,25.7%,28.6%,44.4%,68.3%,80.3%,29.5%,36.7%,84
Vanderbilt,Jayden Davis,All,193,40,88.3,101.8,105.6,35.0%,8.9°,10.5°,22.5,2.5%,1,0.173,0.27,0.227,0.354,55.0%,25.0%,12.5%,45.1%,75.0%,90.0%,23.9%,19.5%,126
Troy,Cason Eubanks,All,92,13,86.0,101.0,101.1,38.5%,10.1°,15.4°,23.1,0.0%,0,0.158,0.186,0.227,0.27,46.2%,30.8%,23.1%,42.4%,54.5%,87.5%,31.2%,25.6%,66
North Florida,Finn Howell,All,53,8,81.5,103.4,104.5,37.5%,-3.2°,-3.2°,37.5,0.0%,0,0.214,0.202,0.227,0.209,62.5%,0.0%,25.0%,52.8%,65.6%,81.0%,33.3%,32.1%,19
Emory & Henry,Camden Bailey,All,115,25,77.7,96.8,97.1,12.0%,12.4°,25.1°,48.0,0.0%,0,0.167,0.261,0.227,0.328,44.0%,24.0%,32.0%,46.1%,72.7%,90.0%,21.7%,20.8%,116
Mount St. Mary's,Paddy Hebda,All,72,9,79.7,91.7,92.3,0.0%,2.3°,-,22.2,0.0%,0,0.077,0.151,0.227,0.292,66.7%,22.2%,11.1%,38.9%,67.6%,78.3%,13.2%,25.0%,134
Southern Wesleyan,Vinny Angle,All,154,11,73.2,91.4,94.3,0.0%,3.1°,-,27.3,0.0%,0,0.083,0.167,0.227,0.292,54.5%,18.2%,27.3%,36.4%,60.0%,86.1%,21.3%,30.4%,111
Anderson (SC),Bryce Helms,All,70,10,73.1,90.3,90.8,0.0%,23.6°,-,40.0,0.0%,0,0.2,0.192,0.227,0.208,30.0%,30.0%,40.0%,47.1%,67.6%,76.0%,24.2%,24.2%,103
LSU,Ryan Costello,All,69,5,72.1,94.1,101.3,20.0%,29.1°,-,20.0,0.0%,0,0.0,0.083,0.226,0.31,40.0%,20.0%,0.0%,37.7%,59.4%,84.2%,18.9%,19.2%,120
Texas State,Cameron Thompson,All,141,19,88.5,99.0,101.9,31.6%,14.9°,20.6°,10.5,0.0%,0,0.212,0.17,0.226,0.241,47.4%,26.3%,10.5%,46.1%,65.7%,79.5%,28.4%,29.2%,105
UTRGV,Damien Whitfield,All,97,11,82.7,98.9,99.5,27.3%,14.6°,14.1°,54.5,9.1%,1,0.136,0.179,0.226,0.256,36.4%,45.5%,18.2%,30.9%,42.0%,85.7%,19.1%,23.3%,43
Xavier,Eddie Peters,All,292,40,83.8,102.0,106.1,30.0%,15.3°,7.2°,25.0,0.0%,0,0.167,0.155,0.226,0.196,40.0%,35.0%,22.5%,57.9%,78.6%,72.7%,38.8%,34.9%,73
Northern Colorado,AJ Carter,All,121,19,84.1,101.2,104.8,21.1%,13.5°,5.8°,42.1,5.3%,1,0.172,0.243,0.226,0.318,36.8%,26.3%,31.6%,49.6%,71.2%,83.3%,29.0%,25.0%,114
Middle Tennessee,Keaton Ray,All,254,44,90.2,102.7,107.0,40.9%,10.4°,12.3°,34.1,11.4%,5,0.158,0.262,0.226,0.373,45.5%,27.3%,20.5%,43.7%,69.2%,85.1%,25.2%,27.0%,97
Mount Olive,Anthony Mitta,All,268,44,85.2,97.7,99.8,22.7%,19.7°,13.1°,27.3,0.0%,0,0.155,0.241,0.226,0.328,34.1%,22.7%,25.0%,36.6%,63.8%,89.2%,15.8%,18.4%,134
UCLA,Kasen Khansarinia,All,62,8,84.6,94.5,96.1,25.0%,0.9°,4.3°,25.0,0.0%,0,0.0,0.235,0.226,0.389,62.5%,12.5%,25.0%,24.2%,36.4%,100.0%,17.5%,13.3%,86
Portland,Curtis Hebert,All,108,12,83.0,100.7,102.0,25.0%,18.9°,13.0°,8.3,8.3%,1,0.13,0.12,0.226,0.173,41.7%,25.0%,8.3%,48.1%,68.2%,66.7%,34.4%,46.2%,73
VMI,Max Perry,All,305,39,79.9,95.3,99.4,12.8%,2.5°,9.6°,41.0,0.0%,0,0.194,0.158,0.226,0.229,51.3%,15.4%,28.2%,42.0%,63.8%,92.2%,23.2%,18.0%,89
Rider,Peter Crespo,All,113,14,86.0,97.8,98.4,21.4%,12.9°,26.4°,42.9,0.0%,0,0.13,0.198,0.226,0.296,28.6%,35.7%,28.6%,40.7%,71.8%,71.4%,24.3%,41.3%,98
Rhode Island,Will Hindle,All,164,21,84.7,101.3,101.6,23.8%,3.4°,7.4°,28.6,0.0%,0,0.167,0.201,0.225,0.273,52.4%,23.8%,23.8%,36.6%,63.6%,89.8%,12.6%,18.3%,129
UC Davis,Zach Story,All,139,23,84.2,99.1,102.2,21.7%,4.3°,10.6°,30.4,4.3%,1,0.167,0.169,0.225,0.233,43.5%,21.7%,17.4%,38.8%,52.5%,84.4%,28.2%,20.4%,61
Tampa,Lenny Ashby,All,35,9,77.2,101.6,104.1,33.3%,26.7°,10.5°,11.1,0.0%,0,0.2,0.164,0.225,0.213,33.3%,22.2%,11.1%,42.9%,69.2%,100.0%,27.3%,6.7%,163
San Jose State,Jack Vanoncini,All,32,6,86.9,95.6,99.4,16.7%,22.0°,4.6°,50.0,0.0%,0,0.2,0.218,0.225,0.227,33.3%,0.0%,50.0%,37.5%,42.9%,100.0%,33.3%,16.7%,36
Tufts,Henry Fleckner,All,178,34,74.3,96.8,98.9,11.8%,6.8°,15.2°,20.6,0.0%,0,0.15,0.179,0.225,0.282,52.9%,23.5%,8.8%,35.4%,55.4%,74.2%,26.2%,23.8%,86
Marian (IN),Jacob Dill,All,37,8,81.2,87.6,88.8,0.0%,4.8°,-,12.5,0.0%,0,0.2,0.152,0.225,0.16,62.5%,25.0%,12.5%,54.1%,56.2%,88.9%,52.4%,20.0%,38
Youngstown State,Nic Goodwin,All,83,14,82.1,94.3,98.2,7.1%,3.6°,-,28.6,0.0%,0,0.19,0.154,0.225,0.224,50.0%,21.4%,14.3%,54.2%,84.2%,68.8%,28.9%,46.7%,27
Chaminade,Cade Fujii,All,87,15,81.5,97.6,99.7,20.0%,10.2°,15.6°,46.7,0.0%,0,0.211,0.24,0.225,0.296,33.3%,20.0%,33.3%,32.2%,54.2%,100.0%,23.8%,25.0%,124
Mansfield,Michael Biuso,All,56,8,84.1,95.3,97.7,12.5%,7.8°,7.0°,12.5,0.0%,0,0.091,0.279,0.224,0.377,62.5%,25.0%,12.5%,42.9%,81.0%,76.5%,20.0%,37.5%,97
Creighton,Nick Venteicher,All,330,57,85.9,101.2,103.6,22.8%,15.8°,15.5°,29.8,3.5%,2,0.173,0.228,0.224,0.297,35.1%,40.4%,19.3%,40.0%,65.4%,90.2%,17.2%,15.2%,114
Old Dominion,Jack Slater,All,149,21,88.1,100.3,101.5,33.3%,-8.3°,6.8°,19.0,0.0%,0,0.182,0.222,0.224,0.273,61.9%,9.5%,14.3%,40.3%,55.7%,84.6%,26.6%,31.7%,48
Appalachian State,Charlie Evans,All,198,42,83.3,99.2,100.4,35.7%,-1.7°,6.6°,14.3,0.0%,0,0.232,0.197,0.224,0.241,69.0%,16.7%,9.5%,54.5%,75.5%,85.9%,35.6%,24.1%,77
Kennesaw State,Hudson Mimbs,All,154,20,85.9,99.8,101.4,30.0%,9.1°,20.1°,35.0,0.0%,0,0.182,0.193,0.224,0.26,45.0%,20.0%,35.0%,42.9%,64.7%,68.2%,25.6%,40.9%,114
Pepperdine,Cam Conley,All,163,34,86.6,101.7,104.9,23.5%,10.6°,13.1°,35.3,0.0%,0,0.174,0.222,0.224,0.267,38.2%,29.4%,32.4%,63.2%,87.7%,82.8%,43.3%,35.0%,52
Louisiana Tech,Slade Netterville,All,66,7,74.1,88.2,90.3,0.0%,2.3°,-,42.9,0.0%,0,0.091,0.158,0.224,0.283,57.1%,14.3%,28.6%,42.4%,63.0%,64.7%,28.2%,25.0%,110
Whitman,Jack Bickerton,All,61,12,83.3,99.7,105.5,16.7%,15.4°,11.7°,41.7,0.0%,0,0.188,0.242,0.224,0.251,33.3%,33.3%,33.3%,57.4%,73.3%,81.8%,41.9%,34.3%,4
Pomona-Pitzer,George Nahabedian,All,82,11,78.8,93.1,94.6,9.1%,16.0°,-18.6°,54.5,0.0%,0,0.188,0.306,0.224,0.344,27.3%,36.4%,36.4%,41.5%,67.6%,72.0%,20.0%,32.4%,94
Queens (NC),Matthew Suppa,All,63,9,72.2,96.8,98.5,22.2%,-4.6°,-0.9°,33.3,0.0%,0,0.091,0.234,0.224,0.339,55.6%,11.1%,33.3%,38.1%,54.2%,92.3%,28.2%,33.3%,90
Texas State,Theodore Kummer,All,224,47,83.6,98.7,103.0,29.8%,10.9°,6.7°,25.5,0.0%,0,0.182,0.238,0.224,0.282,48.9%,25.5%,19.1%,43.3%,59.3%,90.7%,32.3%,21.6%,75
Chaminade,Benny Nazario,All,66,6,81.3,90.5,95.6,16.7%,18.7°,27.8°,50.0,0.0%,0,0.1,0.219,0.224,0.333,33.3%,33.3%,33.3%,43.9%,62.1%,77.8%,29.7%,24.1%,129
Hardin-Simmons,Justin Blancaflor,All,74,13,83.5,93.6,97.6,7.7%,18.7°,5.8°,23.1,0.0%,0,0.176,0.211,0.224,0.263,46.2%,38.5%,15.4%,52.7%,78.8%,92.3%,31.7%,25.6%,112
Holy Cross,Ryan Grundy,All,245,29,89.2,101.4,105.1,48.3%,19.1°,17.1°,34.5,6.9%,2,0.12,0.216,0.223,0.332,31.0%,34.5%,24.1%,40.0%,57.9%,75.8%,26.1%,33.7%,119
Tarleton State,Tyson Drake,All,348,44,83.5,99.1,108.2,31.8%,21.4°,13.4°,25.0,4.5%,2,0.143,0.157,0.223,0.228,40.9%,27.3%,15.9%,52.6%,81.2%,70.2%,35.9%,38.3%,82
Pittsburgh,Logan Duffy,All,159,19,82.0,100.6,102.1,21.1%,-6.6°,7.2°,26.3,0.0%,0,0.182,0.188,0.223,0.239,68.4%,10.5%,21.1%,40.3%,60.9%,76.2%,24.4%,32.8%,94
Manhattan,Nico Mattera,All,84,10,80.5,95.9,101.2,20.0%,33.3°,0.7°,20.0,0.0%,0,0.118,0.12,0.223,0.219,40.0%,20.0%,10.0%,29.8%,43.2%,62.5%,19.1%,36.0%,76
Harvard,Ryan Mooney,All,280,29,77.5,95.3,101.7,13.8%,26.9°,19.1°,37.9,3.4%,1,0.164,0.118,0.222,0.203,24.1%,37.9%,24.1%,42.9%,67.7%,75.0%,23.1%,35.0%,93
Michigan,Cade Ladehoff,All,164,30,94.2,105.8,115.8,43.3%,16.6°,5.8°,33.3,6.7%,2,0.167,0.261,0.222,0.334,30.0%,30.0%,30.0%,47.6%,70.7%,86.2%,24.4%,21.8%,102
